日期,早晨天气,晚间天气,最高气温,最低气温,羽绒服,毛呢大衣,T恤（短）,卫衣,毛衣,连衣裙,牛仔裤,休闲裤,帆布鞋,老爹鞋,马丁靴
2020年12月13日,小雨,小雨,8,3,1,0,0,0,1,0,0,1,0,1,0
2020年12月14日,阴,小雨,4,1,1,0,0,0,1,0,0,1,0,1,0
2020年12月15日,小雨,小雨,4,2,1,0,0,0,1,0,0,1,0,1,0
2020年12月16日,小雨,小雨,5,2,1,0,0,0,1,0,0,0,0,0,0
2020年12月17日,小雨,小雨,4,3,1,0,0,0,1,0,1,0,1,0,0
2020年12月18日,多云,多云,8,3,1,0,0,0,1,0,1,0,1,0,0
2020年12月19日,多云,多云,8,1,1,0,0,0,1,0,0,0,0,0,0
2020年12月20日,多云,多云,8,1,1,0,0,0,1,0,0,1,0,1,0
2020年12月21日,多云,多云,8,3,1,0,0,0,1,0,1,0,1,0,0
2020年12月22日,阴,多云,7,4,1,0,0,0,1,0,1,0,1,0,0
2020年12月23日,多云,晴,11,3,0,1,0,0,0,1,0,0,0,0,1
2020年12月24日,多云,阴,10,6,0,1,0,0,0,1,0,0,0,0,1
2020年12月25日,小雨,小雨,8,5,1,0,0,0,1,0,1,0,0,1,0
2020年12月26日,多云,多云,10,4,0,1,0,1,0,0,1,0,0,1,0
2020年12月27日,多云,多云,10,2,0,1,0,1,0,0,1,0,1,0,0
2020年12月28日,多云,阴,9,4,1,0,0,0,1,0,0,1,0,1,0
2020年12月29日,多云,晴,8,1,1,0,0,0,1,0,0,1,1,0,0
2020年12月30日,多云,多云,7,1,1,0,0,0,1,0,1,0,1,0,0
2020年12月31日,多云,晴,7,0,1,0,0,0,1,0,1,0,0,1,0
2021年2月1日,多云,阴,14,8,0,0,0,1,1,0,0,1,0,1,0
2021年2月2日,阴,晴,12,7,0,1,0,0,0,1,0,0,0,0,1
2021年2月3日,多云,阴,12,8,0,1,0,0,0,1,0,0,0,0,1
2021年2月4日,阴,多云,11,6,0,1,0,0,1,0,1,0,1,0,0
2021年2月5日,晴,晴,15,7,0,0,0,1,0,0,1,0,1,0,0
2021年2月6日,晴,多云,14,7,0,0,0,1,1,0,0,1,0,1,0
2021年2月7日,晴,晴,19,7,0,0,0,0,0,1,0,0,0,0,1
2021年2月8日,多云,多云,18,9,0,0,0,0,0,1,0,0,0,0,1
2021年2月9日,多云,多云,16,10,0,0,0,1,0,0,0,1,0,1,0
2021年2月10日,多云,阴,18,7,0,0,0,1,0,0,0,1,0,1,0
2021年2月11日,阴,多云,15,9,0,0,0,1,0,0,0,1,1,0,0
2021年2月12日,多云,小雨,17,7,0,0,0,1,0,0,1,0,1,0,0
2021年2月13日,晴,多云,16,9,0,0,0,1,0,0,1,0,1,0,0
2021年2月14日,晴,小雨,16,11,0,0,0,1,0,0,1,0,1,0,0
2021年2月15日,多云,小雨,15,8,0,0,0,1,0,0,1,0,0,1,0
2021年2月16日,多云,多云,17,10,0,0,0,1,0,0,1,0,0,1,0
2021年2月17日,阴,阴,18,9,0,0,0,0,0,1,0,0,0,0,1
2021年2月18日,多云,阴,15,9,0,0,0,1,0,0,0,1,1,0,0
2021年2月19日,多云,多云,17,10,0,0,0,0,0,1,0,0,0,0,1
2021年2月20日,晴,晴,20,11,0,0,0,1,0,0,1,0,1,0,0
2021年2月21日,晴,晴,20,12,0,0,0,1,0,0,1,0,1,0,0
2021年2月22日,多云,晴,20,14,0,0,0,1,0,0,1,0,1,0,0
2021年2月23日,多云,多云,22,14,0,0,0,1,0,0,0,1,0,1,0
2021年2月24日,小雨,小雨,20,13,0,0,0,1,0,0,0,1,0,1,0
2021年2月25日,小雨,小雨,16,10,0,0,0,1,0,0,1,0,1,0,0
2021年2月26日,阴,阴,14,8,0,0,0,1,0,0,0,1,0,1,0
2021年2月27日,阴,小雨,11,7,0,1,0,0,1,1,0,0,0,0,1
2021年2月28日,小雨,阴,11,7,0,1,0,0,1,1,0,0,0,0,1
2021年3月1日,多云,阴,16,8,0,0,0,1,0,0,1,0,0,1,0
2021年3月2日,阴,小雨,16,8,0,0,0,1,0,0,1,0,0,1,0
2021年3月3日,阴,多云,15,8,0,0,0,1,0,0,1,0,0,1,0
2021年3月4日,阴,小雨,14,9,0,0,0,1,0,0,1,0,1,0,0
2021年3月5日,多云,小雨,18,10,0,0,0,1,0,0,1,0,1,0,0
2021年3月6日,小雨,小雨,18,9,0,0,0,1,0,0,1,0,1,0,0
2021年3月7日,阴,阴,14,9,0,0,0,1,0,0,1,0,0,1,0
2021年3月8日,小雨,小雨,15,9,0,0,0,1,0,0,0,1,1,0,0
2021年3月9日,小雨,小雨,14,10,0,0,0,1,0,0,0,1,0,1,0
2021年3月10日,阴,小雨,15,10,0,0,0,1,0,0,0,1,0,1,0
2021年3月11日,阴,小雨,16,11,0,0,0,1,0,0,0,1,0,1,0
2021年3月12日,小雨,多云,18,13,0,0,0,1,0,0,0,1,1,0,0
2021年3月13日,多云,小雨,22,12,0,0,0,1,0,0,1,0,0,1,0
2021年3月14日,小雨,小雨,20,14,0,0,0,1,0,0,1,0,0,1,0
2021年3月15日,多云,多云,24,15,0,0,0,1,0,0,0,1,1,0,0
2021年3月16日,多云,多云,24,15,0,0,0,1,0,0,0,1,0,1,0
2021年3月17日,小雨,小雨,21,15,0,0,0,1,0,0,1,0,1,0,0
2021年3月18日,小雨,小雨,21,14,0,0,0,1,0,0,1,0,1,0,0
2021年3月19日,小雨,小雨,19,10,0,0,0,1,0,0,1,0,0,1,0
2021年3月20日,小雨,小雨,15,7,0,0,0,1,0,0,0,1,0,1,0
2021年3月21日,阴,多云,13,7,0,0,0,1,0,0,0,1,1,0,0
2021年3月22日,多云,晴,14,6,0,0,0,1,0,0,1,0,0,1,0
2021年3月23日,晴,晴,18,7,0,0,0,1,0,0,0,1,0,1,0
2021年3月24日,多云,多云,18,10,0,0,0,1,0,0,1,0,1,0,0
2021年3月25日,阴,小雨,17,12,0,0,0,1,0,0,1,0,0,1,0
2021年3月26日,阴,多云,18,12,0,0,0,1,0,0,0,1,0,1,0
2021年3月27日,多云,晴,24,12,0,0,1,0,0,0,1,0,1,0,0
2021年3月28日,晴,晴,25,13,0,0,1,0,0,0,1,0,1,0,0
2021年3月29日,多云,阴,26,14,0,0,1,0,0,0,0,1,0,1,0
2021年3月30日,小雨,小雨,24,16,0,0,1,0,0,0,0,1,0,1,0
2021年3月31日,小雨,中雨,20,14,0,0,1,0,0,0,1,0,1,1,0
2021年4月1日,阴,阴,17,12,0,0,0,1,0,0,0,1,1,0,0
2021年4月2日,多云,多云,16,11,0,0,0,1,0,0,0,1,1,0,0
2021年4月3日,多云,阴,18,10,0,0,0,1,0,0,1,0,1,0,0
2021年4月4日,阴,阴,15,10,0,0,0,1,0,0,1,0,0,1,0
2021年4月5日,阴,阴,17,11,0,0,0,1,0,0,0,1,1,0,0
2021年4月6日,小雨,小雨,17,12,0,0,0,1,0,0,0,1,1,0,0
2021年4月7日,多云,小雨,20,13,0,0,0,1,0,0,1,0,1,0,0
2021年4月8日,小雨,小雨,19,13,0,0,0,1,0,0,1,0,0,1,0
2021年4月9日,小雨,小雨,14,12,0,0,0,1,0,0,1,0,0,1,0
2021年4月10日,小雨,小雨,14,11,0,0,0,1,0,0,0,1,0,1,0
2021年4月11日,小雨,小雨,16,12,0,0,0,1,0,0,0,1,1,0,0
2021年4月12日,小雨,小雨,21,13,0,0,0,1,0,0,0,1,1,0,0
2021年4月13日,多云,中雨,20,13,0,0,0,1,0,0,1,0,0,1,0
2021年4月14日,小雨,多云,18,12,0,0,0,1,0,0,1,0,0,1,0
2021年4月15日,小雨,小雨,18,11,0,0,0,1,0,0,1,0,0,1,0
2021年4月16日,阴,阴,20,13,0,0,0,1,0,0,0,1,1,0,0
2021年4月17日,小雨,小雨,18,14,0,0,0,1,0,0,0,1,0,1,0
2021年4月18日,小雨,阴,17,14,0,0,0,1,0,0,1,0,1,0,0
2021年4月19日,小雨,阴,16,13,0,0,0,1,0,0,1,0,1,0,0
2021年4月20日,阴,小雨,21,14,0,0,0,1,0,0,1,0,0,1,0
2021年4月21日,阴,阴,23,15,0,0,1,0,0,0,0,1,0,1,0
2021年4月22日,多云,小雨,23,16,0,0,1,0,0,0,0,0,1,0,1
2021年4月23日,小雨,小雨,24,17,0,0,1,0,0,0,0,0,0,1,0
2021年4月24日,阴,小雨,23,15,0,0,1,0,0,0,0,1,0,0,1
2021年4月25日,多云,小雨,20,14,0,0,0,1,0,0,1,0,1,0,0
2021年4月26日,阴,多云,24,15,0,0,1,0,0,0,0,1,0,1,0
2021年4月27日,小雨,中雨,25,14,0,0,1,0,0,0,0,1,0,1,0
2021年4月28日,阴,晴,23,13,0,0,0,1,0,0,1,0,0,1,0
2021年4月29日,晴,晴,27,15,0,0,1,0,0,0,1,0,1,0,0
2021年4月30日,多云,晴,29,18,0,0,1,0,0,0,1,0,1,0,0
2021年5月1日,多云,小雨,31,20,0,0,1,0,0,0,1,0,0,1,0
2021年5月2日,小雨,小雨,28,18,0,0,1,0,0,0,0,1,0,1,0
2021年5月3日,阴,阴,29,17,0,0,1,0,0,0,0,1,0,1,0
2021年5月4日,小雨,阴,22,14,0,0,0,1,0,0,1,0,1,0,0
2021年5月5日,阴,小雨,22,15,0,0,0,1,0,0,1,0,0,1,0
2021年5月6日,阴,阴,23,16,0,0,0,1,0,0,0,1,0,1,0
2021年5月7日,阴,多云,28,17,0,0,1,0,0,0,1,0,1,0,0
2021年5月8日,多云,晴,28,18,0,0,1,0,0,0,1,0,1,0,0
2021年5月9日,多云,小雨,29,20,0,0,1,0,0,0,1,0,0,1,0
2021年5月10日,多云,多云,26,20,0,0,1,0,0,0,0,1,0,1,0
2021年5月11日,多云,阴,29,20,0,0,1,0,0,0,0,1,0,1,0
2021年5月12日,小雨,阴,28,20,0,0,1,0,0,0,0,1,1,0,0
2021年5月13日,小雨,阴,25,20,0,0,1,0,0,0,1,0,1,0,0
2021年5月14日,小雨,小雨,26,18,0,0,1,0,0,0,0,1,0,1,0
2021年5月15日,阴,小雨,24,17,0,0,1,0,0,0,0,0,1,0,0
2021年5月16日,多云,阴,26,17,0,0,1,0,0,0,1,0,0,1,0
2021年5月17日,多云,小雨,25,16,0,0,1,0,0,0,1,0,0,1,0
2021年5月18日,阴,中雨,23,17,0,0,1,0,0,0,0,1,1,0,0
2021年5月19日,阴,多云,25,18,0,0,1,0,0,0,1,0,0,1,0
2021年5月20日,多云,阴,25,18,0,0,1,0,0,0,0,1,1,0,0
2021年5月21日,小雨,阴,24,19,0,0,1,0,0,0,0,1,1,0,0
2021年5月22日,阴,小雨,24,17,0,0,1,0,0,0,1,0,0,1,0
2021年5月23日,多云,阴,23,16,0,0,1,0,0,0,0,1,1,0,0
2021年5月24日,多云,小雨,25,17,0,0,1,0,0,0,1,0,1,0,0
2021年5月25日,小雨,小雨,22,16,0,0,1,0,0,0,1,0,0,1,0
2021年5月26日,阴,阴,24,16,0,0,1,0,0,0,0,1,0,1,0
2021年5月27日,多云,小雨,27,19,0,0,1,0,0,0,0,1,1,0,0
2021年5月28日,小雨,阴,27,18,0,0,1,0,0,0,1,0,1,0,0
2021年5月29日,阴,阴,25,19,0,0,1,0,0,0,1,0,0,1,0
2021年5月30日,阴,多云,29,21,0,0,1,0,0,0,1,0,0,1,0
2021年5月31日,多云,多云,30,22,0,0,1,0,0,0,0,1,1,0,0
2021年6月1日,多云,阴,29,22,0,0,1,0,0,0,0,1,1,0,0
2021年6月2日,多云,阵雨,29,19,0,0,1,0,0,0,1,0,1,0,0
2021年6月3日,阴,多云,24,16,0,0,1,0,0,0,1,0,0,1,0
2021年6月4日,多云,多云,29,17,0,0,1,0,0,0,0,1,1,0,0
2021年6月4日,多云,多云,29,17,0,0,1,0,0,0,0,1,1,0,0
2021年6月4日,多云,多云,29,17,0,0,1,0,0,0,1,0,1,0,0
2021年6月5日,晴,阴,31,20,0,0,1,0,0,0,1,0,0,1,0
2021年6月6日,多云,阵雨,31,21,0,0,1,0,0,0,1,0,0,1,0
2021年6月7日,阵雨,阵雨,30,20,0,0,1,0,0,0,0,1,0,1,0
2021年6月8日,阵雨,阵雨,25,18,0,0,1,0,0,0,0,1,1,0,0
2021年6月9日,阵雨,阴,25,19,0,0,1,0,0,0,0,1,1,0,0
2021年6月10日,多云,多云,29,20,0,0,1,0,0,0,1,0,0,1,0
2021年6月11日,多云,小雨,29,21,0,0,1,0,0,0,1,0,0,1,0
2021年6月12日,阴,阴,28,23,0,0,1,0,0,0,1,0,0,1,0
2021年6月13日,阴,阵雨,28,23,0,0,1,0,0,0,0,1,1,0,0
2021年6月14日,阵雨,阵雨,28,23,0,0,1,0,0,0,0,1,1,0,0
2021年6月15日,阴,阵雨,28,23,0,0,1,0,0,0,0,1,0,1,0
2021年6月16日,阵雨,阵雨,28,20,0,0,1,0,0,0,1,0,0,1,0
2021年6月17日,阴,阴,24,19,0,0,1,0,0,0,1,0,0,1,0
2021年6月18日,阴,阴,27,20,0,0,1,0,0,0,1,0,1,0,0
2021年6月19日,多云,阴,28,21,0,0,1,0,0,0,0,1,0,1,0
2021年6月20日,多云,阴,29,21,0,0,1,0,0,0,0,1,1,0,0
2021年6月21日,多云,多云,29,21,0,0,1,0,0,0,0,1,0,1,0
2021年6月22日,多云,阴,31,22,0,0,1,0,0,0,1,0,1,0,0
2021年6月23日,阴,阴,30,23,0,0,1,0,0,0,1,0,0,1,0
2021年6月24日,阵雨,阵雨,27,21,0,0,1,0,0,0,1,0,1,0,0
2021年6月25日,阵雨,阴,25,21,0,0,1,0,0,0,0,1,1,0,0
2021年6月26日,阴,阴,29,22,0,0,1,0,0,0,0,1,0,1,0
2021年6月27日,阴,阴,31,24,0,0,1,0,0,0,1,0,0,1,0
2021年6月28日,阵雨,阵雨,31,24,0,0,1,0,0,0,0,1,1,0,0
2021年6月29日,多云,多云,31,23,0,0,1,0,0,0,0,1,0,1,0
2021年6月30日,阵雨,阵雨,30,24,0,0,1,0,0,0,1,0,0,1,0
2021年7月1日,阴,阵雨,31,22,0,0,1,0,0,0,0,1,1,0,0
2021年7月2日,阵雨,多云,29,21,0,0,1,0,0,0,0,1,0,1,0
2021年7月3日,阴,阴,33,22,0,0,0,0,0,1,0,0,0,0,1
2021年7月4日,多云,阴,34,23,0,0,0,0,0,1,0,0,0,0,1
2021年7月5日,阴,阴,32,24,0,0,0,0,0,1,0,0,1,0,0
2021年7月6日,阵雨,阵雨,30,24,0,0,1,0,0,0,1,0,1,0,0
2021年7月7日,阵雨,阵雨,31,24,0,0,1,0,0,0,1,0,0,1,0
2021年7月8日,阵雨,阵雨,29,23,0,0,1,0,0,0,0,1,0,1,0
2021年7月9日,阵雨,阵雨,29,23,0,0,1,0,0,0,0,1,1,0,0
2021年7月10日,阵雨,多云,26,22,0,0,1,0,0,0,1,0,0,1,0
2021年7月11日,多云,晴,32,23,0,0,1,0,0,0,0,1,0,0,0
2021年7月12日,多云,晴,34,24,0,0,0,0,0,1,0,0,1,0,0
2021年7月13日,雷阵雨,阵雨,34,25,0,0,0,0,0,1,0,0,0,0,1
2021年7月14日,阵雨,大雨,33,24,0,0,1,0,0,0,1,0,1,0,0
2021年7月15日,中雨,大暴雨,25,23,0,0,1,0,0,0,1,0,0,1,0
2021年7月16日,阵雨,多云,26,22,0,0,1,0,0,0,1,0,0,1,0
2021年7月17日,阵雨,多云,33,23,0,0,1,0,0,0,0,1,1,0,0
2021年7月18日,阵雨,阵雨,34,23,0,0,0,0,0,1,0,0,0,1,0
2021年7月19日,阵雨,阵雨,33,24,0,0,0,0,0,1,0,0,0,0,1
2021年7月20日,阵雨,阵雨,33,24,0,0,0,0,0,1,0,0,0,1,0
2021年7月21日,阵雨,阵雨,32,24,0,0,0,0,0,1,0,0,0,0,1
2021年7月22日,阵雨,阵雨,32,24,0,0,0,0,0,1,0,0,0,0,1
2021年7月23日,阵雨,阵雨,32,23,0,0,0,0,0,0,1,0,1,0,0
2021年7月24日,中雨,阵雨,31,24,0,0,1,0,0,0,1,0,1,0,0
2021年7月25日,阵雨,阵雨,31,23,0,0,1,0,0,0,1,0,1,0,0
2021年7月26日,阵雨,多云,32,22,0,0,1,0,0,0,0,1,0,1,0
2021年7月27日,阴,晴,29,22,0,0,1,0,0,0,0,1,0,1,0
2021年7月28日,晴,多云,34,24,0,0,1,0,0,0,1,0,1,0,0
2021年7月29日,晴,晴,34,25,0,0,1,0,0,0,0,1,0,0,0
2021年7月30日,阴,多云,36,24,0,0,0,0,0,1,0,0,0,1,0
2021年7月31日,晴,晴,36,25,0,0,0,0,0,1,0,0,1,0,0
2021年8月1日,晴,晴,34,24,0,0,1,0,0,0,1,0,0,1,0
2021年8月2日,晴,晴,36,25,0,0,0,0,0,1,0,0,1,0,0
2021年8月3日,雷阵雨,阵雨,36,25,0,0,0,0,0,1,0,0,0,1,0
2021年8月4日,晴,阵雨,34,25,0,0,1,0,0,0,1,0,1,0,0
2021年8月5日,中雨,阵雨,32,24,0,0,1,0,0,0,1,0,0,1,0
2021年8月6日,阴,阵雨,30,23,0,0,1,0,0,0,0,1,0,1,0
2021年8月7日,阴,阴,31,23,0,0,1,0,0,0,0,1,1,0,0
2021年8月8日,阵雨,阴,30,22,0,0,1,0,0,0,0,1,0,1,0
2021年8月9日,多云,阴,34,24,0,0,0,0,0,1,0,0,0,0,1
2021年8月10日,阴,阴,34,24,0,0,0,0,0,1,0,0,0,1,0
2021年8月11日,多云,阵雨,32,23,0,0,1,0,0,0,1,0,1,0,0
2021年8月12日,阴,阵雨,28,21,0,0,1,0,0,0,1,0,1,0,0
2021年8月13日,阴,阴,30,22,0,0,1,0,0,0,0,1,0,1,0
2021年8月14日,阵雨,多云,30,22,0,0,1,0,0,0,0,1,0,1,0
2021年8月15日,阵雨,阵雨,30,23,0,0,1,0,0,0,1,0,1,0,0
2021年8月16日,阵雨,阵雨,24,22,0,0,1,0,0,0,0,1,0,0,0
2021年8月17日,大雨,中雨,25,22,0,0,1,0,0,0,0,1,1,0,0
2021年8月18日,阵雨,阵雨,27,23,0,0,1,0,0,0,1,0,0,1,0
2021年8月19日,阵雨,阵雨,31,23,0,0,1,0,0,0,1,0,0,1,0
2021年8月20日,阵雨,阵雨,32,24,0,0,1,0,0,0,1,0,0,1,0
2021年8月21日,小雨,中雨,32,23,0,0,1,0,0,0,0,1,1,0,0
2021年8月22日,阵雨,阵雨,25,20,0,0,1,0,0,0,0,1,1,0,0
2021年8月23日,多云,多云,31,22,0,0,1,0,0,0,0,1,0,1,0
2021年8月24日,多云,阴,33,20,0,0,1,0,0,0,1,0,0,1,0
2021年8月25日,阵雨,阵雨,23,18,0,0,1,0,0,0,1,0,0,1,0
2021年8月26日,阵雨,阵雨,22,18,0,0,1,0,0,0,1,0,1,0,0
2021年8月27日,多云,阵雨,25,18,0,0,1,0,0,0,0,1,0,1,0
2021年8月28日,阵雨,阵雨,21,19,0,0,1,0,0,0,0,1,1,0,0
2021年8月29日,阴,多云,24,19,0,0,1,0,0,0,0,1,0,1,0
2021年8月30日,阵雨,阵雨,27,20,0,0,1,0,0,0,1,0,1,0,0
2021年8月31日,阵雨,阵雨,27,22,0,0,1,0,0,0,1,0,1,0,0
2021年9月1日,阴,阴,27,22,0,0,1,0,0,0,1,0,1,0,0
2021年9月2日,阵雨,中雨,29,22,0,0,1,0,0,0,1,0,0,1,0
2021年9月3日,阵雨,大雨,28,22,0,0,1,0,0,0,0,1,0,1,0
2021年9月4日,阵雨,阵雨,25,21,0,0,1,0,0,0,0,1,0,1,0
2021年9月5日,多云,阴,26,20,0,0,1,0,0,0,0,1,1,0,0
2021年9月6日,阴,阴,25,20,0,0,1,0,0,0,1,0,1,0,0
2021年9月7日,多云,多云,28,20,0,0,1,0,0,0,0,1,0,1,0
2021年9月8日,阵雨,多云,27,19,0,0,1,0,0,0,0,0,1,0,0
2021年9月9日,晴,晴,29,20,0,0,1,0,0,0,1,0,0,1,0
2021年9月10日,阴,多云,29,21,0,0,1,0,0,0,1,0,1,0,0
2021年9月11日,多云,多云,28,22,0,0,1,0,0,0,1,0,1,0,0
2021年9月12日,阵雨,多云,28,21,0,0,1,0,0,0,0,1,0,1,0
2021年9月13日,阵雨,阵雨,28,21,0,0,1,0,0,0,0,1,0,1,0
2021年9月14日,阵雨,大雨,23,21,0,0,1,0,0,0,1,0,1,1,0
2021年9月15日,小雨,小雨,22,19,0,0,1,0,0,0,0,0,0,0,0
2021年9月16日,阴,多云,24,19,0,0,1,0,0,0,0,0,0,0,0
2021年9月17日,多云,小雨,25,19,0,0,1,0,0,0,0,0,0,0,0
2021年9月18日,阴,阵雨,23,18,0,0,1,0,0,0,1,0,1,0,0
2021年9月19日,晴,晴,28,18,0,0,1,0,0,0,0,1,1,0,0
2021年9月20日,晴,晴,30,19,0,0,1,0,0,0,1,0,1,0,0
2021年9月21日,多云,多云,29,21,0,0,1,0,0,0,1,0,1,0,0
2021年9月22日,多云,阵雨,29,21,0,0,1,0,0,0,1,0,1,0,0
2021年9月23日,多云,阵雨,28,22,0,0,1,0,0,0,1,0,0,1,0
2021年9月24日,阵雨,阵雨,27,22,0,0,1,0,0,0,0,1,0,1,0
2021年9月25日,阵雨,阵雨,28,22,0,0,1,0,0,0,0,1,0,1,0
2021年9月26日,阵雨,阵雨,25,19,0,0,1,0,0,0,1,0,1,0,0
2021年9月27日,晴,阵雨,25,19,0,0,1,0,0,0,1,0,1,0,0
2021年9月28日,晴,晴,29,18,0,0,1,0,0,0,1,0,1,0,0
2021年9月29日,晴,多云,29,20,0,0,1,0,0,0,1,0,0,1,0
2021年9月30日,多云,多云,29,21,0,0,1,0,0,0,0,1,1,0,0
2021年10月1日,多云,多云,29,22,0,0,1,0,0,0,0,1,1,0,0
2021年10月2日,小雨,小雨,28,22,0,0,1,0,0,0,1,0,0,1,0
2021年10月3日,小雨,中雨,28,21,0,0,1,0,0,0,1,0,1,0,0
2021年10月4日,小雨,中雨,22,18,0,0,1,0,0,0,1,0,1,0,0
2021年10月5日,小雨,小雨,21,18,0,0,0,1,0,0,1,0,1,0,0
2021年10月6日,阴,多云,19,17,0,0,0,1,0,0,0,1,0,1,0
2021年10月7日,多云,多云,22,16,0,0,0,1,0,0,0,1,0,1,0
2021年10月8日,多云,阴,21,16,0,0,0,1,0,0,0,1,0,1,0
2021年10月9日,小雨,小雨,19,14,0,0,0,1,0,0,1,0,0,1,0
2021年10月10日,阴,阴,18,13,0,0,0,1,0,0,1,0,0,1,0
2021年10月11日,阴,阴,18,14,0,0,0,1,0,0,1,0,0,1,0
2021年10月12日,阴,阴,18,14,0,0,0,1,0,0,1,0,1,0,0
2021年10月13日,多云,阴,20,15,0,0,0,1,0,0,1,0,1,0,0
2021年10月14日,阴,小雨,20,14,0,0,0,1,0,0,1,0,1,0,0
2021年10月15日,小雨,小雨,17,12,0,0,0,1,0,0,1,0,0,1,0
2021年10月16日,阴,小雨,17,12,0,0,0,1,0,0,0,1,1,0,0
2021年10月17日,小雨,阴,14,12,0,0,0,1,0,0,1,0,0,1,0
2021年10月18日,阴,阴,16,11,0,0,0,1,0,0,1,0,0,1,0
2021年10月19日,小雨,小雨,14,12,0,0,0,1,0,0,0,1,0,1,0
2021年10月20日,小雨,中雨,15,12,0,0,0,1,0,0,1,0,1,0,0
2021年10月21日,小雨,小雨,16,11,0,0,0,1,0,0,1,0,0,1,0
2021年10月22日,小雨,阴,14,11,0,0,0,1,0,0,1,0,0,1,0
2021年10月23日,阴,多云,15,12,0,0,0,1,0,0,0,1,1,0,0
2021年10月24日,阴,阴,17,13,0,0,0,1,0,0,0,1,0,1,0
2021年10月25日,小雨,小雨,15,13,0,0,0,1,0,0,1,0,0,1,0
